date,Supplier,VendorStockNumber,Shape,Weight,Color,FancyColor,FancyColorIntensity,FancyColorOvertone,Clarity,MeasLength,MeasWidth,MeasDepth,Measurements,CutGrade,Lab,RapNet_List_Price,RapNet_Discount,Price_per_carat,Depth%,Table%,GirdleThin,GirdleThick,Girdle%,Culet Size,Culet condition,Polish,Symmetry,Fluorescence Intensity,Fluoresecnce Color,Crown Height,Crown Angle,Pavilion Depth,PavillionAngle,Treatment,LaserInscription,Comments,CertificateID,CertificateImage,DiamondImage,3DFile,MatchingVendorStockNumber,IsMatchedPairSeparable,CityLocation,StateLocation,CountryLocation,ParcelStoneCount,Status,usd,JPY,fee_%,fee_JPY,Value,ship_USD,ship_JPY,tax,Custom,import,FX,FX_Option,transfer,settle,Sales price,paypal,payment_by_card,yamato,AllCost,PS%,ring
2016/2/29,aarachminov,460920,BR,0.51,E,,,,VVS2,5.2,5.23,3.09,5.2-5.23x3.09,Excellent,GIA,4800,-17,3984,59.4,60,m,,0,n,,Excellent,Excellent,None,,,33.5,,40.8,,GIA 5186374327,,5186374327,,,,,,,,ISRAEL,1,M,2031.84,231670,0.08,18533.6,250203.6,60.9552,6950.111904,4633.407936,19460.28159,262713.8014,4693.542744,1066.71426,300,268774.0584,287307,10383.052,288194,887.2307692,269661.2892,0.193649998,288194
2016/2/29,aarachminov,460925,BR,0.51,D,,,,VVS2,5.16,5.17,3.12,5.16-5.17x3.12,Excellent,GIA,5300,-17,4399,60.3,59,m,STK,0,n,,Excellent,Excellent,None,,,34,,40.8,,GIA 6215588607,,6215588607,,,,,,,,ISRAEL,1,M,2243.49,255802,0.08,20464.16,276266.16,67.3047,7674.081894,5116.054596,21487.37092,290079.5074,5182.447819,1177.82905,300,296739.7843,317203,10824.902,321070,3867.777778,300607.5621,0.193570048,321070
2016/2/29,aarachminov,463578,BR,0.51,H,,,,SI1,5.08,5.11,3.16,5.08-5.11x3.16,Excellent,GIA,2900,-13,2523,62,59,m,STK,0,n,,Excellent,Excellent,Faint,,,36,,41,,GIA 7218294050,,7218294050,http://www.feedcenter.net/files/116/certs/7218294050.Pdf,,,,,,,ISRAEL,1,G,1286.73,146712,0.09,13204.08,159916.08,38.6019,4401.388638,2934.259092,12323.81182,166371.4595,2972.327881,675.5290639,300,170319.3165,183523,6646.828,184410,887.2307692,171206.5473,0.200579764,184410
2016/2/29,aarachminov,463548,BR,0.51,G,,,,VVS1,5.1,5.14,3.16,5.1-5.14x3.16,Excellent,GIA,4500,-22,3510,61.6,59,m,STK,0,n,,Excellent,Excellent,None,,,34.5,,41.4,,GIA 1218545351,,1218545351,http://www.feedcenter.net/files/116/certs/1218545351.Pdf,,,,,,,ISRAEL,1,G,1790.1,204107,0.08,16328.56,220435.56,53.703,6123.21606,4082.14404,17144.98881,231457.3489,4135.127102,939.8016142,300,236832.2776,253160,9153.76,254047,887.2307692,237719.5084,0.193762838,254047
2016/2/29,aarachminov,463555,BR,0.51,I,,,,SI1,5.14,5.15,3.15,5.14-5.15x3.15,Excellent,GIA,2500,-13,2175,61.2,57,m,STK,0,n,,Excellent,Excellent,Faint,,,34,,40.8,,GIA 7218751875,,7218751875,http://www.feedcenter.net/files/116/certs/7218751875.Pdf,,,,,,,ISRAEL,1,G,1109.25,126476,0.09,11382.84,137858.84,33.2775,3794.30055,2529.5337,10623.98674,143423.821,2562.354283,582.3532461,300,146868.5285,158251,5737.036,159138,887.2307692,147755.7593,0.200788621,159138
2016/2/29,aarachminov,430251,BR,0.51,D,,,,VS2,5.09,5.11,3.17,5.09-5.11x3.17,Excellent,GIA,4500,-22,3510,62.1,59,m,STK,0,n,,Excellent,Excellent,None,,,35,,41.2,,GIA 2175232073,,2175232073,,,,562,,,,BELGIUM,1,G,1790.1,204107,0.08,16328.56,220435.56,53.703,6123.21606,4082.14404,17144.98881,231457.3489,4135.127102,939.8016142,300,236832.2776,253160,9153.76,254047,887.2307692,237719.5084,0.193762838,254047
2016/2/29,aarachminov,462026,BR,0.51,G,,,,SI1,5.15,5.19,3.15,5.15-5.19x3.15,Excellent,GIA,3100,-14,2666,60.9,59,m,STK,0,n,,Excellent,Excellent,None,,,33,,41.2,,GIA 6215388754,,6215388754,,,,,,,,ISRAEL,1,G,1359.66,155028,0.09,13952.52,168980.52,40.7898,4650.852996,3100.568664,13022.35373,175801.7754,3140.806241,713.8196003,300,179956.4012,193908,7020.688,194795,887.2307692,180843.632,0.200507457,194795
2016/2/29,aarachminov,459538,BR,0.51,D,,,,VS1,5.13,5.15,3.16,5.13-5.15x3.16,Excellent,GIA,4800,-19,3888,61.5,58,m,STK,0,n,,Excellent,Excellent,None,,,35,,41,,GIA 5171469643,,5171469643,,,,,,,,ISRAEL,1,G,1982.88,226087,0.08,18086.96,244173.96,59.4864,6782.639328,4521.759552,18991.31191,256382.7108,4580.433937,1041.007713,300,262304.1524,280391,10134.076,281278,887.2307692,263191.3832,0.193672407,281278
2016/2/29,aarachminov,448291,BR,0.51,I,,,,SI1,5.07,5.09,3.18,5.07-5.09x3.18,Excellent,GIA,2500,-17,2075,62.5,57,m,STK,0,n,,Excellent,Excellent,Faint,,,35.5,,41,,GIA 1219037289,,1219037289,,,,,,,,ISRAEL,1,M,1058.25,120661,0.09,10859.49,131520.49,31.7475,3619.84995,2413.2333,10135.52666,136829.6099,2444.544669,555.5783338,300,140129.7329,150989,5475.604,151876,887.2307692,141016.9637,0.200862314,151876
2016/2/29,aarachminov,462039,BR,0.51,H,,,,SI1,5.14,5.17,3.18,5.14-5.17x3.18,Excellent,GIA,2900,-14,2494,61.7,57,m,STK,0,n,,Excellent,Excellent,None,,,31.5,,41.8,,GIA 7216516154,,7216516154,,,,,,,,ISRAEL,1,G,1271.94,145026,0.09,13052.34,158078.34,38.1582,4350.797964,2900.531976,12182.1864,164459.5163,2938.169846,667.7658741,300,168365.4521,181417,6571.012,182304,887.2307692,169252.6828,0.200593109,182304
2016/2/29,aarachminov,452648,BR,0.51,D,,,,VS1,5.13,5.17,3.15,5.13-5.17x3.15,Excellent,GIA,4800,-20,3840,61.2,59,m,STK,0,n,,Excellent,Excellent,None,,,34,,41.4,,GIA 5171159031,,5171159031,,,,,,,,HONG KONG,1,G,1958.4,223296,0.08,17863.68,241159.68,58.752,6698.90304,4465.93536,18756.86707,253217.7055,4523.889182,1028.156632,300,259069.7513,276933,10009.588,277820,887.2307692,259956.9821,0.193682226,277820
2016/2/29,aarachminov,463494,BR,0.51,G,,,,VVS1,5.12,5.13,3.18,5.12-5.13x3.18,Excellent,GIA,4500,-22,3510,62.1,59,stk,,0,n,,Excellent,Excellent,Faint,,,34.5,,41.4,,GIA 1217234213,,1217234213,http://www.feedcenter.net/files/116/certs/1217234213.Pdf,,,,,,,ISRAEL,1,G,1790.1,204107,0.08,16328.56,220435.56,53.703,6123.21606,4082.14404,17144.98881,231457.3489,4135.127102,939.8016142,300,236832.2776,253160,9153.76,254047,887.2307692,237719.5084,0.193762838,254047
2016/2/29,aarachminov,463561,BR,0.51,G,,,,VS1,5.06,5.1,3.19,5.06-5.1x3.19,Excellent,GIA,4000,-19,3240,62.7,59,m,STK,0,n,,Excellent,Excellent,None,,,35,,41.4,,GIA 7211694376,,7211694376,http://www.feedcenter.net/files/116/certs/7211694376.Pdf,,,,,,,ISRAEL,1,G,1652.4,188406,0.09,16956.54,205362.54,49.572,5652.19944,3768.13296,15826.10659,213652.439,3817.031497,867.5071584,300,218636.9776,235593,8521.348,236480,887.2307692,219524.2084,0.200290331,236480
2016/2/29,aarachminov,460486,BR,0.51,E,,,,VVS2,5.22,5.23,3.1,5.22-5.23x3.1,Excellent,GIA,4800,-17,3984,59.2,60,tn,M,0,n,,Excellent,Excellent,None,,,32.5,,41,,GIA 6215601245,,6215601245,,,,,,,,ISRAEL,1,G,2031.84,231670,0.08,18533.6,250203.6,60.9552,6950.111904,4633.407936,19460.28159,262713.8014,4693.542744,1066.71426,300,268774.0584,287307,10383.052,288194,887.2307692,269661.2892,0.193649998,288194
2016/2/29,aarachminov,463483,BR,0.51,D,,,,VVS2,5.17,5.2,3.14,5.17-5.2x3.14,Excellent,GIA,5300,-17,4399,60.5,61,m,,0,n,,Excellent,Excellent,None,,,33.5,,41.6,,GIA 3215660591,,3215660591,http://www.feedcenter.net/files/116/certs/3215660591.Pdf,,,,,,,ISRAEL,1,G,2243.49,255802,0.08,20464.16,276266.16,67.3047,7674.081894,5116.054596,21487.37092,290079.5074,5182.447819,1177.82905,300,296739.7843,317203,10824.902,321070,3867.777778,300607.5621,0.193570048,321070
2016/2/29,aarachminov,382473,BR,0.51,H,,,,IF,5.08,5.11,3.18,5.08-5.11x3.18,Excellent,GIA,4700,-23,3619,62.4,58,tn,STK,0,n,,Excellent,Excellent,None,,,35.5,,41.2,,GIA 3185582376,,3185582376,,,,,,,,BELGIUM,1,G,1845.69,210445,0.08,16835.6,227280.6,55.3707,6313.367214,4208.911476,17677.3823,238644.661,4263.532829,968.9847338,300,244177.1785,261012,9436.432,261899,887.2307692,245064.4093,0.193734388,261899
2016/2/29,aarachminov,460918,BR,0.51,D,,,,VVS1,5.15,5.17,3.15,5.15-5.17x3.15,Excellent,GIA,6400,-17,5312,61,58,m,STK,0,n,,Excellent,Excellent,None,,,34,,41,,GIA 2217555298,,2217555298,,,,,,,,ISRAEL,1,M,2709.12,308893,0.08,24711.44,333604.44,81.2736,9266.815872,6177.877248,25947.01545,350284.7086,6258.05056,1422.284218,300,358265.0433,382976,13061.184,386843,3867.777778,362132.8211,0.19344032,386843
2016/2/29,aarachminov,463490,BR,0.51,G,,,,VVS1,5.11,5.15,3.18,5.11-5.15x3.18,Excellent,GIA,4500,-22,3510,61.9,59,m,STK,0,n,,Excellent,Excellent,None,,,35.5,,41.2,,GIA 2216419594,,2216419594,http://www.feedcenter.net/files/116/certs/2216419594.Pdf,,,,,,,ISRAEL,1,G,1790.1,204107,0.08,16328.56,220435.56,53.703,6123.21606,4082.14404,17144.98881,231457.3489,4135.127102,939.8016142,300,236832.2776,253160,9153.76,254047,887.2307692,237719.5084,0.193762838,254047
2016/2/29,aarachminov,460374,BR,0.51,D,,,,VVS2,5.17,5.21,3.12,5.17-5.21x3.12,Excellent,GIA,5300,-17,4399,60.1,58,m,,0,n,,Excellent,Excellent,None,,,32.5,,41,,GIA 6211608981,,6211608981,,,,,,,,ISRAEL,1,M,2243.49,255802,0.08,20464.16,276266.16,67.3047,7674.081894,5116.054596,21487.37092,290079.5074,5182.447819,1177.82905,300,296739.7843,317203,10824.902,321070,3867.777778,300607.5621,0.193570048,321070
2016/2/29,aarachminov,915879,CU,0.51,,,,,VS1,4.39,4.25,2.89,4.39-4.25x2.89,,GIA,0,3,49440,68.1,68,Xtk,,0,n,,Very Good,Very Good,None,,,0,,0,,GIA 6173238129,,6173238129,,http://www.feedcenter.net/files/116/images/915879.Jpg,,9132,,,,HONG KONG,1,G,25214.4,2874945,0.06,172496.7,3047441.7,756.432,86248.37664,57498.91776,241495.3836,3260187.678,58245.24687,13237.55611,300,3331970.481,3504467,112182.944,3526334,21867.77778,3353838.259,0.179634164,3526334
2016/2/29,aarachminov,395081,EC,0.51,E,,,,VVS2,5.2,3.93,2.66,5.2-3.93x2.66,,GIA,3500,-27,2555,67.7,64,stk,TK,0,n,,Excellent,Very Good,None,,,0,,0,,GIA 1166722075,,1166722075,,,,517,,,,HONG KONG,1,G,1303.05,148573,0.09,13371.57,161944.57,39.0915,4457.21283,2971.47522,12480.13504,168481.8231,3010.030817,684.0979129,300,172475.9518,185847,6730.492,186734,887.2307692,173363.1826,0.200562829,186734
2016/2/29,aarachminov,395078,EC,0.51,F,,,,IF,5.33,3.95,2.5,5.33-3.95x2.5,,GIA,3900,-37,2457,63.3,64,stk,TK,0,n,,Excellent,Very Good,None,,,0,,0,,GIA 1189682042,,1189682042,,,,,,,,HONG KONG,1,G,1253.07,142875,0.09,12858.75,155733.75,37.5921,4286.251242,2857.500828,12001.50017,162020.2522,2894.590901,657.8615685,300,165872.7047,178731,6474.316,179618,887.2307692,166759.9355,0.200614331,179618
2016/2/29,aarachminov,402873,OV,0.51,D,,,,IF,6.31,4.67,2.79,6.31-4.67x2.79,,GIA,5700,-22,4446,59.7,61,tn,STK,0,n,,Excellent,Very Good,None,,,0,,0,,GIA 5186668453,,5186668453,,,,113,,,,HONG KONG,1,G,2267.46,258535,0.08,20682.8,279217.8,68.0238,7756.073676,5170.715784,21716.94316,293178.7326,5237.817372,1190.413039,300,299906.963,320589,10940.026,324456,3867.777778,303774.7408,0.193562474,324456
2016/2/29,aarachminov,454024,PR,0.51,D,,,,IF,4.57,4.42,3.22,4.57-4.42x3.22,,GIA,5700,-27,4161,72.8,72,m,VTK,0,n,,Very Good,Very Good,None,,,0,,0,,GIA 2175420982,,2175420982,,,,,,,,HONG KONG,1,G,2122.11,241962,0.08,19356.96,261318.96,63.6633,7258.889466,4839.259644,20324.81193,274384.961,4902.055149,1114.103443,300,280701.1196,300058,10241.972,303925,3867.777778,284568.8974,0.193615901,303925
2016/2/29,aarachminov,439744,PS,0.51,F,,,,IF,6.98,4.47,2.84,6.98-4.47x2.84,,GIA,3900,-22,3042,63.5,54,stk,TK,0,n,,Very Good,Very Good,None,,,0,,0,,GIA 6205380328,,6205380328,,,,,,,,ISRAEL,1,G,1551.42,176892,0.09,15920.28,192812.28,46.5426,5306.787252,3537.858168,14858.93163,200595.5771,3583.762673,814.4915165,300,205293.8312,221214,8003.704,222101,887.2307692,206181.062,0.200358024,222101
2016/2/29,aarachminov,433036,PS,0.51,F,,,,VVS1,7.33,4.53,2.66,7.33-4.53x2.66,,GIA,3500,-15,2975,58.8,63,m,TK,0,n,,Excellent,Very Good,None,,,0,,0,,GIA 6205416015,,6205416015,,,,503,,,,BELGIUM,1,G,1517.25,172996,0.09,15569.64,188565.64,45.5175,5189.90535,3459.9369,14531.66738,196177.5096,3504.831196,796.5525445,300,200778.8934,216348,7828.528,217235,887.2307692,201666.1241,0.200380868,217235
2016/2/29,aarachminov,439743,PS,0.51,E,,,,VVS2,7.04,4.43,2.68,7.04-4.43x2.68,,GIA,3500,-15,2975,60.6,55,stk,TK,0,n,,Very Good,Very Good,None,,,0,,0,,GIA 2175258001,,2175258001,,,,,,,,ISRAEL,1,G,1517.25,172996,0.09,15569.64,188565.64,45.5175,5189.90535,3459.9369,14531.66738,196177.5096,3504.831196,796.5525445,300,200778.8934,216348,7828.528,217235,887.2307692,201666.1241,0.200380868,217235
2016/2/29,aarachminov,436310,PS,0.51,F,,,,IF,6.99,4.43,2.8,6.99-4.43x2.8,,GIA,3900,-14.54,3332.94,63.1,61,m,TK,0,n,,Excellent,Very Good,None,,,0,,0,,GIA 5203514498,,5203514498,,,,,,,,BELGIUM,1,G,1699.7994,193811,0.09,17442.99,211253.99,50.993982,5814.333828,3876.222552,16280.12451,219781.6809,3926.534152,892.3941255,300,224900.6092,242343,8764.348,243230,887.2307692,225787.8399,0.200261613,243230
2016/2/29,aarachminov,455693,PS,0.51,E,,,,IF,7.12,4.59,2.71,7.12-4.59x2.71,,GIA,4600,-17,3818,59,60,m,STK,0,n,,Excellent,Excellent,None,,,0,,0,,GIA 2175320495,,2175320495,,,,217,,,,HONG KONG,1,G,1947.18,222017,0.08,17761.36,239778.36,58.4154,6660.523908,4440.349272,18649.42985,251767.303,4497.976855,1022.267467,300,257587.5474,275348,9952.528,276235,887.2307692,258474.7781,0.193685809,276235
2016/2/29,aarachminov,916501,,0.52,,Y,Fancy Vivid,,SI1,5.14,5.16,3.15,5.14-5.16x3.15,,GIA,0,,72100,61.2,61,stk,,0,n,,Excellent,Excellent,None,,,0,,0,,,,2175018869,http://www.feedcenter.net/files/116/certs/2175018869.Pdf,,,,,,,HONG KONG,1,G,37492,4274837,0.06,256490.22,4531327.22,1124.76,128245.1352,85496.7568,359086.3114,4847665.203,86606.50379,19683.29632,300,4954255.003,5210745,166783.84,5242612,31867.77778,4986122.781,0.179611169,5242612
2016/2/29,aarachminov,916419,,0.52,,Y,I,,SI1,5.16,5.18,3.17,5.16-5.18x3.17,,GIA,0,,12360,61.4,57,tn,STK,0,n,,Very Good,Excellent,None,,,0,,0,,,,2155992579,http://www.feedcenter.net/files/116/certs/2155992579.Pdf,,,,,,,HONG KONG,1,G,6427.2,732829,0.07,51298.03,784127.03,192.816,21984.88032,14656.58688,61557.63738,831028.1046,14846.82536,3374.278491,300,849549.2084,900847,30668.798,907714,6867.777778,856416.9862,0.186511139,907714
2016/2/29,aarachminov,916420,,0.52,,Y,I,,VS2,5.15,5.17,3.14,5.15-5.17x3.14,,GIA,0,,12360,60.8,60,m,STK,0,n,,Excellent,Very Good,None,,,0,,0,,,,5161921989,http://www.feedcenter.net/files/116/certs/5161921989.Pdf,,,,,,,HONG KONG,1,G,6427.2,732829,0.07,51298.03,784127.03,192.816,21984.88032,14656.58688,61557.63738,831028.1046,14846.82536,3374.278491,300,849549.2084,900847,30668.798,907714,6867.777778,856416.9862,0.186511139,907714
2016/2/29,aarachminov,916417,,0.52,,Y,I,,SI2,5.14,5.18,3.14,5.14-5.18x3.14,,GIA,0,,12360,60.8,58,tn,TK,0,n,,Very Good,Very Good,None,,,0,,0,,,,5171040285,http://www.feedcenter.net/files/116/certs/5171040285.Pdf,,,,,,,HONG KONG,1,G,6427.2,732829,0.07,51298.03,784127.03,192.816,21984.88032,14656.58688,61557.63738,831028.1046,14846.82536,3374.278491,300,849549.2084,900847,30668.798,907714,6867.777778,856416.9862,0.186511139,907714
2016/2/29,aarachminov,916418,,0.52,,Y,I,,SI2,5.17,5.2,3.19,5.17-5.2x3.19,,GIA,0,,12360,61.6,57,m,STK,0,n,,Excellent,Very Good,None,,,0,,0,,,,2165988491,http://www.feedcenter.net/files/116/certs/2165988491.Pdf,,,,,,,HONG KONG,1,G,6427.2,732829,0.07,51298.03,784127.03,192.816,21984.88032,14656.58688,61557.63738,831028.1046,14846.82536,3374.278491,300,849549.2084,900847,30668.798,907714,6867.777778,856416.9862,0.186511139,907714
2016/2/29,aarachminov,448280,BR,0.52,I,,,,SI1,5.14,5.19,3.19,5.14-5.19x3.19,Excellent,GIA,2500,-17,2075,61.8,58,m,STK,0,n,,Excellent,Excellent,Faint,,,35.5,,40.8,,GIA 2217056930,,2217056930,,,,,,,,ISRAEL,1,G,1079,123027,0.09,11072.43,134099.43,32.37,3690.8274,2460.5516,10334.27032,139512.6493,2492.478809,566.4724566,300,142871.6006,153944,5581.984,154831,887.2307692,143758.8314,0.20083277,154831
2016/2/29,aarachminov,408894,BR,0.52,F,,,,VVS2,5.18,5.21,3.17,5.18-5.21x3.17,Excellent,GIA,4600,-22,3588,61,59,m,STK,0,n,,Excellent,Excellent,None,,,34,,41.4,,GIA 7193459858,,7193459858,,,,,,,,ISRAEL,1,G,1865.76,212733,0.08,17018.64,229751.64,55.9728,6382.018656,4254.679104,17869.57582,241239.2736,4309.88717,979.5198113,300,246828.6806,263847,9538.492,264734,887.2307692,247715.9113,0.193725909,264734
2016/2/29,aarachminov,460085,BR,0.52,E,,,,VVS1,5.18,5.22,3.17,5.18-5.22x3.17,Excellent,GIA,5500,-20,4400,61,58,m,,0,n,,Excellent,Excellent,None,,,33,,41.4,,GIA 2216536498,,2216536498,,,,,,,,ISRAEL,1,M,2288,260877,0.08,20870.16,281747.16,68.64,7826.3328,5217.5552,21913.67104,295834.559,5285.265336,1201.196667,300,302621.021,323491,11038.694,327358,3867.777778,306488.7988,0.193557162,327358
2016/2/29,aarachminov,463482,BR,0.52,I,,,,SI1,5.13,5.16,3.18,5.13-5.16x3.18,Excellent,GIA,2500,-13,2175,61.8,59,m,STK,0,n,,Excellent,Excellent,Faint,,,35.5,,40.8,,GIA 6215785400,,6215785400,http://www.feedcenter.net/files/116/certs/6215785400.Pdf,,,,,,,ISRAEL,1,G,1131,128956,0.09,11606.04,140562.04,33.93,3868.6986,2579.1324,10832.30648,146236.1375,2612.598037,593.7722812,300,149742.5078,161348,5848.528,162235,887.2307692,150629.7386,0.200758609,162235
2016/2/29,aarachminov,463478,BR,0.52,I,,,,SI1,5.14,5.17,3.17,5.14-5.17x3.17,Excellent,GIA,2500,-13,2175,61.6,57,m,STK,0,n,,Excellent,Excellent,Faint,,,35.5,,40.6,,GIA 6212633486,,6212633486,http://www.feedcenter.net/files/116/certs/6212633486.Pdf,,,,,,,ISRAEL,1,G,1131,128956,0.09,11606.04,140562.04,33.93,3868.6986,2579.1324,10832.30648,146236.1375,2612.598037,593.7722812,300,149742.5078,161348,5848.528,162235,887.2307692,150629.7386,0.200758609,162235
2016/2/29,aarachminov,463514,BR,0.52,I,,,,SI1,5.16,5.17,3.19,5.16-5.17x3.19,Excellent,GIA,2500,-12,2200,61.8,57,m,STK,0,n,,Excellent,Excellent,Faint,,,35.5,,40.8,,GIA 3215736712,,3215736712,http://www.feedcenter.net/files/116/certs/3215736712.Pdf,,,,,,,ISRAEL,1,G,1144,130438,0.09,11739.42,142177.42,34.32,3913.1664,2608.7776,10956.79552,147916.7395,2642.623021,600.596141,300,151459.9587,163199,5915.164,164086,887.2307692,152347.1895,0.200742652,164086
2016/2/29,aarachminov,442511,BR,0.52,H,,,,VVS1,5.15,5.18,3.18,5.15-5.18x3.18,Excellent,GIA,4000,-22,3120,61.6,58,m,STK,0,n,,Excellent,Excellent,None,,,35,,40.8,,GIA 2207476845,,2207476845,,,,,,,,ISRAEL,1,G,1622.4,184986,0.09,16648.74,201634.74,48.672,5549.58144,3699.72096,15538.82419,209774.1266,3747.743074,851.7597895,300,214673.6295,231322,8367.592,232209,887.2307692,215560.8602,0.200309525,232209
2016/2/29,aarachminov,430511,BR,0.52,E,,,,VVS2,5.16,5.19,3.18,5.16-5.19x3.18,Excellent,GIA,4800,-22,3744,61.4,59,m,STK,0,n,,Excellent,Excellent,None,,,33.5,,41.6,,GIA 2207077931,,2207077931,,,,,,,,ISRAEL,1,M,1946.88,221983,0.08,17758.64,239741.64,58.4064,6659.497728,4439.665152,18646.57303,251728.7359,4497.28783,1022.11087,300,257548.1346,275306,9951.016,276193,887.2307692,258435.3654,0.193686298,276193
2016/2/29,aarachminov,463566,BR,0.52,G,,,,VVS1,5.1,5.14,3.2,5.1-5.14x3.2,Excellent,GIA,4500,-22,3510,62.4,59,m,STK,0,n,,Excellent,Excellent,None,,,35,,41.2,,GIA 6212548409,,6212548409,http://www.feedcenter.net/files/116/certs/6212548409.Pdf,,,,,,,ISRAEL,1,G,1825.2,208109,0.08,16648.72,224757.72,54.756,6243.27912,4162.18608,17481.15722,235995.6224,4216.206134,958.2286669,300,241470.0572,258118,9332.248,259005,887.2307692,242357.288,0.193744721,259005
2016/2/29,aarachminov,442602,BR,0.52,H,,,,VVS2,5.13,5.15,3.22,5.13-5.15x3.22,Excellent,GIA,3800,-22,2964,62.7,56,m,,0,n,,Excellent,Excellent,None,,,36.5,,41,,GIA 6192810305,,6192810305,,,,,,,,ISRAEL,1,G,1541.28,175736,0.09,15816.24,191552.24,46.2384,5272.102368,3514.734912,14761.82698,199284.6643,3560.342414,809.1687304,300,203954.1754,219770,7951.72,220657,887.2307692,204841.4062,0.200364017,220657
2016/2/29,aarachminov,421041,BR,0.52,H,,,,VS1,5.14,5.16,3.19,5.14-5.16x3.19,Excellent,GIA,3600,-20,2880,61.9,58,m,STK,0,n,,Excellent,Excellent,None,,,35.5,,40.8,,GIA 2196443531,,2196443531,,,,,,,,CHINA,1,G,1497.6,170756,0.09,15368.04,186124.04,44.928,5122.69056,3415.12704,14343.50541,193637.323,3459.449208,786.2384564,300,198183.0107,213551,7727.836,214438,887.2307692,199070.2414,0.200397095,214438
2016/2/29,aarachminov,391407,BR,0.52,D,,,,VVS2,5.11,5.15,3.23,5.11-5.15x3.23,Excellent,GIA,5300,-22,4134,62.9,57,tn,STK,0,n,,Excellent,Very Good,None,,,36,,41.2,,GIA 1195892944,,1195892944,,,,,,,,ISRAEL,1,G,2149.68,245106,0.08,19608.48,264714.48,64.4904,7353.195408,4902.130272,20588.90605,277950.2317,4965.75089,1128.579748,300,284344.5624,303953,10374.402,307820,3867.777778,288212.3402,0.19360559,307820
2016/2/29,aarachminov,463565,BR,0.52,D,,,,VVS2,5.12,5.16,3.19,5.12-5.16x3.19,Excellent,GIA,5300,-17,4399,62,56,m,STK,0,n,,Excellent,Excellent,None,,,34.5,,40.8,,GIA 6212740115,,6212740115,http://www.feedcenter.net/files/116/certs/6212740115.Pdf,,,,,,,ISRAEL,1,G,2287.48,260818,0.08,20865.44,281683.44,68.6244,7824.554088,5216.369392,21908.71388,295767.6374,5284.069739,1200.924941,300,302552.632,323418,11036.212,327285,3867.777778,306420.4098,0.193557563,327285
2016/2/29,aarachminov,463462,BR,0.52,G,,,,VVS1,5.11,5.14,3.16,5.11-5.14x3.16,Excellent,GIA,4500,-22,3510,61.7,60,stk,,0,n,,Excellent,Excellent,Faint,,,35.5,,41,,GIA 2216769858,,2216769858,http://www.feedcenter.net/files/116/certs/2216769858.Pdf,,,,,,,ISRAEL,1,G,1825.2,208109,0.08,16648.72,224757.72,54.756,6243.27912,4162.18608,17481.15722,235995.6224,4216.206134,958.2286669,300,241470.0572,258118,9332.248,259005,887.2307692,242357.288,0.193744721,259005
2016/2/29,aarachminov,448285,BR,0.52,I,,,,SI1,5.13,5.15,3.22,5.13-5.15x3.22,Excellent,GIA,2500,-17,2075,62.6,56,m,STK,0,n,,Excellent,Excellent,Faint,,,35.5,,40.8,,GIA 1213034488,,1213034488,,,,,,,,ISRAEL,1,G,1079,123027,0.09,11072.43,134099.43,32.37,3690.8274,2460.5516,10334.27032,139512.6493,2492.478809,566.4724566,300,142871.6006,153944,5581.984,154831,887.2307692,143758.8314,0.20083277,154831
2016/2/29,aarachminov,462031,BR,0.52,G,,,,SI1,5.15,5.19,3.16,5.15-5.19x3.16,Excellent,GIA,3100,-17,2573,61.2,59,m,STK,0,n,,Excellent,Excellent,Faint,,,35.5,,40.6,,GIA 6212589796,,6212589796,,,,,,,,BELGIUM,1,G,1337.96,152554,0.09,13729.86,166283.86,40.1388,4576.625976,3051.083984,12814.5368,172996.2468,3090.683756,702.4281265,300,177089.3586,190819,6909.484,191706,887.2307692,177976.5894,0.200530346,191706
2016/2/29,aarachminov,444412,BR,0.52,I,,,,SI1,5.12,5.16,3.22,5.12-5.16x3.22,Excellent,GIA,2500,-15,2125,62.6,58,m,STK,0,n,,Excellent,Excellent,None,,,35.5,,41.2,,GIA 6202856412,,6202856412,,,,,,,,ISRAEL,1,G,1105,125992,0.09,11339.28,137331.28,33.15,3779.763,2519.842,10583.3284,142874.9334,2552.548071,580.1245615,300,146307.606,157646,5715.256,158533,887.2307692,147194.8368,0.200791647,158533
2016/2/29,aarachminov,400474,BR,0.52,H,,,,VS2,5.23,5.24,3.13,5.23-5.24x3.13,Excellent,GIA,3400,-20,2720,59.9,59,m,STK,0,n,,Excellent,Excellent,None,,,31.5,,41.2,,GIA 6185668108,,6185668108,,,,,,,,CHINA,1,G,1414.4,161269,0.09,14514.21,175783.21,42.432,4838.09664,3225.39776,13546.59955,182879.094,3267.246866,742.5561059,300,187188.8969,201703,7301.308,202590,887.2307692,188076.1277,0.200463057,202590
2016/2/29,aarachminov,915878,CU,0.52,,,,,VS2,4.6,4.31,2.87,4.6-4.31x2.87,,GIA,0,3,49440,66.6,56,tk,XTK,0,n,,Excellent,Very Good,None,,,0,,0,,GIA 1199248333,,1199248333,,http://www.feedcenter.net/files/116/images/915878.Jpg,,9132,,,,HONG KONG,1,G,25708.8,2931317,0.06,175879.02,3107196.02,771.264,87939.52128,58626.34752,246230.6295,3324113.498,59387.32075,13497.11835,300,3397297.937,3573176,114381.632,3595043,21867.77778,3419165.715,0.179632629,3595043
